<<<<<<< HEAD
Fuel,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
EL3_1,1,2,2,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55
EL3_2,1,2,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
EL3_3,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5
EL3_4,0.159466095,0.24507868,0.334806939,0.514459443,0.702408627,0.159466095,0.24507868,0.334806939,0.514459443,0.702408627,0.988987035,1.380466173,1.884064806,2.410609963,3.059024847,3.938260533,4.546645572,4.652281245,4.760072747,4.86930147,4.980686022,5.094945015,5.210641227,5.32777466,5.438248973,5.551871482,5.665493992,5.779116501,5.892739011
EL3_5,0.328829407,0.449220501,0.690265648,0.942442697,0.942442697,0.213960438,0.328829407,0.449220501,0.690265648,0.942442697,1.326953533,1.852212821,2.527906194,3.234387605,4.10438528,5.284082141,6.100370574,6.24210512,6.386732208,6.533287657,6.682735648,6.836040362,6.991273436,7.148434872,7.296661567,7.449112292,7.601563017,7.754013742,7.906464467
=======
REF,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,ElecStart
1_0,0,0,0,0,0,0.226876848,0.348680252,0.476339143,0.731935756,0.999336285,1.407059355,1.964027611,2.680511389,3.429641826,4.352159711,5.603072771,6.468639083,6.618929892,6.77228786,6.9276906,7.0861605,7.248719946,7.413324165,7.579973157,7.737148034,7.898801938,8.060455841,8.222109745,8.383763649,0
2_0,0,0,0,0,0,0.100221793,0.154027881,0.210420603,0.323329219,0.44145216,0.621561932,0.867600071,1.18410345,1.51502834,1.922546329,2.47513136,2.857491257,2.923881523,2.991626693,3.060275131,3.130278473,3.202088353,3.274801502,3.348417919,3.417849191,3.489259052,3.560668913,3.632078773,3.703488634,0
3_0,0,0,0,0,0,0.11011998,0.169240109,0.231202334,0.355262123,0.485051219,0.682949139,0.953286697,1.301048842,1.664656806,2.112422419,2.719582304,3.139705141,3.212652297,3.28708817,3.362516522,3.439433591,3.518335617,3.598230121,3.679117103,3.755405603,3.833868103,3.912330603,3.990793102,4.069255602,0
4_0,0,0,0,0,0,0.159466095,0.24507868,0.334806939,0.514459443,0.702408627,0.988987035,1.380466173,1.884064806,2.410609963,3.059024847,3.938260533,4.546645572,4.652281245,4.760072747,4.86930147,4.980686022,5.094945015,5.210641227,5.32777466,5.438248973,5.551871482,5.665493992,5.779116501,5.892739011,0
5_0,0,0,0,0,0,0.213960438,0.328829407,0.449220501,0.690265648,0.942442697,1.326953533,1.852212821,2.527906194,3.234387605,4.10438528,5.284082141,6.100370574,6.24210512,6.386732208,6.533287657,6.682735648,6.836040362,6.991273436,7.148434872,7.296661567,7.449112292,7.601563017,7.754013742,7.906464467,0
6_0,0,0,0,0,0,0.029549566,0.045413845,0.062040772,0.095330942,0.130158513,0.183262388,0.255804695,0.349123095,0.446693558,0.566846862,0.729771982,0.84250763,0.86208225,0.882056353,0.902296776,0.922936682,0.94410923,0.9655481,0.987253291,1.003498894,1.023739317,1.043979741,1.064220164,1.084460588,0
7_0,0,0,0,0,0,0.016468676,0.025310216,0.034576798,0.053130202,0.072540435,0.102136488,0.142566041,0.194574605,0.248952945,0.315917239,0.406719284,0.469549542,0.480458943,0.491590986,0.502871455,0.514374565,0.52617453,0.538122922,0.550219741,0.559273802,0.570554272,0.581834741,0.593115211,0.60439568,0
8_0,0,0,0,0,0,0.256478104,0.394173538,0.538488439,0.827433456,1.129722478,1.590642315,2.220279773,3.030245189,3.877116764,4.919998131,6.334121308,7.312620472,7.482520142,7.655887151,7.831565721,8.010711631,8.194480662,8.380561252,8.568953403,8.746635325,8.929380664,9.112126004,9.294871343,9.477616683,0
57_0,0,0,0,0,0,0.061150627,0.093980573,0.12838876,0.19728029,0.269353356,0.379247872,0.529368779,0.722484263,0.924399075,1.173047395,1.510208805,1.74350684,1.78401506,1.825349978,1.867236028,1.909948777,1.95376379,1.998129935,2.043047212,2.085410911,2.128981851,2.172552791,2.216123731,2.259694671,0
57_1,4.343018981,4.343018981,4.492054432,4.80481897,5.306501684,5.713389204,6.178718058,6.670879254,7.145000906,7.75041305,8.181247229,8.578447486,8.939631648,9.322255608,9.664909814,9.906256879,10.42489536,11.25563063,12.1563967,13.13393693,14.20249886,15.36163639,16.63323264,17.90183759,18.93667943,20.09051455,21.24434967,22.39818478,23.5520199,1
58_0,0,0,0,0,0,0.428841491,0.65907368,0.900373879,1.383501327,1.888940478,2.659616598,3.712395226,5.066689303,6.48269193,8.22643065,10.5909003,12.22698944,12.51106838,12.80094485,13.09468633,13.39422535,13.70149441,14.01262848,14.32762758,14.62471875,14.93027616,15.23583356,15.54139097,15.84694837,0
58_1,17.21460548,17.21460548,17.89721773,19.11044107,21.00045714,22.57800653,24.36777972,26.25786717,28.10935452,30.43554404,32.14978411,33.75357992,35.23880474,36.81019224,38.25109078,39.34329738,41.44275174,44.66407241,48.15229663,51.93289999,56.05737439,60.52630043,65.4180163,70.31534966,74.30766024,78.75736139,83.20706253,87.65676368,92.10646483,1
59_0,0,0,0,0,0,0.212338255,0.326336323,0.445814649,0.685032266,0.935297387,1.316892979,1.838169913,2.508740387,3.209865474,4.073267093,5.244019856,6.054119441,6.1947794,6.33830997,6.483754281,6.632069203,6.784211607,6.938267752,7.094237638,7.241340525,7.392635415,7.543930305,7.695225196,7.846520086,0
59_1,0.603955638,0.603955638,0.624681037,0.668175184,0.737940964,0.794524187,0.859234469,0.927676152,0.993609193,1.077799955,1.137713285,1.192949363,1.243176915,1.296385961,1.344036672,1.377599251,1.449722959,1.565247956,1.690511683,1.826451898,1.975049914,2.136243694,2.313076382,2.489493091,2.633401871,2.793858279,2.954314687,3.114771095,3.275227503,1
60_0,0,0,0,0,0,0.194541496,0.298985015,0.408449474,0.627617485,0.856907073,1.206519898,1.684106918,2.2984747,2.940836215,3.731873339,4.804501507,5.546704013,5.675574803,5.807075609,5.94032976,6.076213926,6.215604781,6.35674898,6.499646523,6.634420238,6.773034612,6.911648986,7.05026336,7.188877733,0
61_0,0,0,0,0,0,0.011124878,0.017097493,0.023357231,0.03589038,0.049002332,0.068994983,0.096305853,0.131438547,0.168172066,0.213407617,0.274745985,0.317188923,0.324558415,0.332078304,0.339698458,0.34746901,0.355440093,0.36351144,0.371683053,0.37779923,0.385419384,0.393039538,0.400659693,0.408279847,0
61_1,1.244860435,1.244860435,1.287579184,1.377228389,1.52102812,1.637656248,1.771035698,1.91210623,2.048006002,2.221538198,2.345030273,2.458881695,2.562409649,2.672082997,2.770299621,2.839478092,2.988137935,3.226255585,3.484446499,3.76464356,4.07093061,4.403179781,4.767663533,5.131289877,5.427911575,5.758640889,6.089370203,6.420099516,6.75082883,1
62_0,0,0,0,0,0,0.032858375,0.050499055,0.068987781,0.106005614,0.144732999,0.203783174,0.284448398,0.388216116,0.496712021,0.630319478,0.81148812,0.936847331,0.958613817,0.980824517,1.00333136,1.026282417,1.049825759,1.073665244,1.097800871,1.115865574,1.138372417,1.160879259,1.183386102,1.205892945,0
63_0,0,0,0,0,0,0.04527254,0.069578015,0.095051933,0.146055409,0.199414319,0.280774137,0.391915348,0.534887365,0.684373917,0.868459373,1.118075023,1.290795977,1.320786021,1.351388106,1.38239822,1.414020375,1.446458586,1.479304825,1.512559091,1.543922829,1.576180342,1.608437855,1.640695367,1.67295288,0
64_0,0,0,0,0,0,0.098065726,0.150714286,0.205893834,0.316373452,0.431955219,0.608190297,0.848935428,1.158629885,1.482435602,1.881186674,2.421883968,2.796018173,2.860980188,2.927267959,2.994439567,3.06293693,3.133201967,3.204350841,3.276383552,3.344321151,3.414194775,3.484068399,3.553942022,3.623815646,0
64_1,0.729366338,0.729366338,0.754395343,0.806921,0.891173564,0.959506228,1.037653527,1.120307048,1.199931009,1.301603887,1.373958152,1.440663939,1.501321184,1.565579028,1.623124354,1.663656165,1.750756279,1.89026991,2.041544507,2.205712552,2.385166777,2.579832263,2.793384057,3.006433494,3.180224768,3.373999766,3.567774765,3.761549763,3.955324761,1
65_0,0,0,0,0,0,0.003336216,0.005127331,0.007004551,0.01076309,0.014695206,0.02069076,0.02888096,0.039416829,0.050432767,0.063998361,0.082392995,0.095121119,0.09733114,0.099586264,0.101871456,0.10420175,0.106592181,0.109012681,0.111463249,0.113297416,0.115582608,0.1178678,0.120152992,0.122438184,0
66_0,0,0,0,0,0,0.013036567,0.020035511,0.027370916,0.042057749,0.057422847,0.080851016,0.11285496,0.154024823,0.197070596,0.250079382,0.321958077,0.37169437,0.380330228,0.389142327,0.398071922,0.407177758,0.416518584,0.425976905,0.43555272,0.442719894,0.451649489,0.460579083,0.469508678,0.478438272,0
67_0,0,0,0,0,0,0.001869915,0.002873817,0.003925979,0.006032602,0.008236513,0.011596959,0.016187482,0.022092729,0.028267049,0.035870426,0.04618043,0.053314413,0.054553107,0.055817081,0.057097908,0.058404014,0.059743826,0.061100491,0.062474009,0.063502041,0.064782868,0.066063695,0.067344521,0.068625348,0
68_0,0,0,0,0,0,0.111916159,0.172000602,0.2349735,0.361056842,0.492962942,0.694088796,0.968835859,1.32227039,1.691809202,2.146878369,2.763941705,3.19091721,3.265054215,3.34070422,3.417362892,3.495534564,3.575723569,3.656921241,3.73912758,3.816660429,3.896402739,3.97614505,4.05588736,4.13562967,0
69_0,0,0,0,0,0,0.400773506,0.615936833,0.841443761,1.292950169,1.765307964,2.485542777,3.469416286,4.735070841,6.058395077,7.688004842,9.89771825,11.42672418,11.69220995,11.96311379,12.23762969,12.51756366,12.80472174,13.09549186,13.38987404,13.66752038,13.95307883,14.23863729,14.52419574,14.80975419,0
70_0,0,0,0,0,0,0.341287698,0.52451487,0.716550369,1.101040811,1.503287721,2.116619883,2.95445951,4.032256126,5.159162658,6.546893525,8.428624702,9.730684107,9.956764487,10.18745875,10.42122894,10.65961301,10.90414894,11.15176078,11.40244855,11.63888454,11.88205826,12.12523199,12.36840572,12.61157944,0
71_0,0,0,0,0,0,0.240881042,0.37020288,0.505741639,0.777115202,1.061021289,1.493911461,2.085259124,2.845968561,3.641339802,4.620801,5.948927885,6.867922119,7.027489774,7.190313911,7.355309037,7.523560646,7.696154232,7.870918806,8.047854369,8.214731018,8.386363166,8.557995314,8.729627462,8.90125961,0
72_0,0,0,0,0,0,0.621443903,0.955078576,1.304752153,2.004863064,2.73730637,3.854110567,5.379715889,7.342254066,9.394215501,11.92110672,15.34751317,17.71840694,18.13007216,18.55013871,18.97580614,19.4098749,19.85514544,20.30601687,20.76248919,21.19301072,21.63580087,22.07859101,22.52138116,22.96417131,0
73_0,0,0,0,0,0,0.733325059,1.127025383,1.539652163,2.365806982,3.230115132,4.547982279,6.348248734,8.664110902,11.08549557,14.06731363,18.11059042,20.90832616,21.39410519,21.88979809,22.39210022,22.9043162,23.42975067,23.96179437,24.50044731,25.00847745,25.53098497,26.05349248,26.576,27.09850752,0
74_0,0,0,0,0,0,0.773804299,1.189236717,1.624640324,2.496398547,3.40841615,4.799029016,6.698669435,9.142366235,11.69741033,14.84382351,19.11028751,22.0624571,22.57505094,23.09810587,23.62813487,24.16862497,24.7230632,25.28447549,25.85286186,26.38893504,26.94028476,27.49163447,28.04298419,28.5943339,0
74_1,1.91581694,1.91581694,1.98424187,2.121437014,2.33986643,2.51832615,2.721998946,2.937331818,3.145667369,3.41058467,3.600827102,3.776900324,3.937791894,4.108175575,4.261743094,4.372164386,4.602224755,4.966596483,5.361548853,5.790019957,6.258149345,6.765808789,7.322406289,7.878194283,8.331492478,8.836865209,9.34223794,9.847610671,10.3529834,1
75_0,0,0,0,0,0,0.247831379,0.380884645,0.520334215,0.79953794,1.0916358,1.537016506,2.145426805,2.92808561,3.746406346,4.754128736,6.120577148,7.066087871,7.230259662,7.397781897,7.567537761,7.740644071,7.91821764,8.098024839,8.280065667,8.451757345,8.628341735,8.804926125,8.981510515,9.158094905,0
76_0,0,0,0,0,0,0.372470058,0.572438108,0.782019273,1.201639371,1.640638288,2.310008638,3.224398978,4.400670407,5.630538766,7.145062141,9.198721047,10.61974543,10.86648205,11.11825411,11.37338313,11.63354759,11.90042597,12.17066132,12.44425362,12.702292,12.96768373,13.23307546,13.49846719,13.76385892,0
77_0,0,0,0,0,0,0.183855418,0.282561902,0.386013527,0.593142736,0.809837549,1.140246298,1.591599675,2.172220509,2.779297392,3.526883199,4.54059238,5.242026032,5.363818007,5.488095533,5.614030092,5.742450202,5.874184379,6.00757559,6.142623835,6.26999449,6.400994838,6.531995186,6.662995534,6.793995882,0
78_0,0,0,0,0,0,0.182137565,0.279921783,0.382406808,0.587600705,0.802270829,1.129592403,1.576728558,2.151924359,2.753329017,3.493929753,4.498167339,5.193047144,5.313701155,5.436817493,5.561575382,5.688795599,5.819298917,5.951443787,6.085230207,6.211410774,6.34118712,6.470963466,6.600739812,6.730516158,0
79_0,0,0,0,0,0,0.005813087,0.00893396,0.012204864,0.018753816,0.025605209,0.036051978,0.050322738,0.06868064,0.087875021,0.111511973,0.143563137,0.165740863,0.169591647,0.173521018,0.17750278,0.18156313,0.185728263,0.189945788,0.194215704,0.197411592,0.201393355,0.205375117,0.20935688,0.213338642,0
80_0,0,0,0,0,0,0.03865122,0.059401905,0.081150144,0.124694123,0.170249043,0.239709608,0.334595898,0.456657589,0.584281035,0.741443133,0.954551328,1.102011035,1.127614895,1.153741283,1.180216022,1.20721329,1.234907261,1.262949584,1.291340258,1.31258972,1.33906446,1.3655392,1.392013939,1.418488679,0
80_1,0.917011884,0.917011884,0.948480151,1.014519189,1.12044758,1.206360327,1.304612739,1.408530697,1.508639675,1.636470139,1.727439131,1.81130645,1.887569107,1.968358696,2.040708824,2.091668336,2.201176871,2.376583454,2.566776772,2.773180661,2.998803435,3.243550902,3.512043596,3.779904691,3.998407596,4.242035478,4.48566336,4.729291242,4.972919124,1
81_0,0,0,0,0,0,0.016461556,0.025299274,0.03456185,0.053107234,0.072509076,0.102092334,0.14250441,0.194490491,0.248845323,0.315780668,0.406543459,0.469346556,0.480251242,0.491378472,0.502654065,0.514152202,0.525947066,0.537890292,0.549981882,0.559032029,0.570307622,0.581583215,0.592858808,0.604134401,0
82_0,0,0,0,0,0,0.016452673,0.025285623,0.0345432,0.053078576,0.072469949,0.102037243,0.142427512,0.19438554,0.248711041,0.315610267,0.406324081,0.469093289,0.479992089,0.491113315,0.502382823,0.513874756,0.525663255,0.537600037,0.549685102,0.558730366,0.569999874,0.581269382,0.592538891,0.603808399,0
83_0,0,0,0,0,0,0.018929649,0.029092412,0.039743733,0.061069638,0.083380413,0.117399109,0.163870196,0.223650586,0.286154876,0.363125884,0.467496804,0.539716013,0.552255645,0.565051188,0.578017339,0.5912394,0.604802676,0.618536559,0.632441049,0.642848091,0.655814242,0.668780392,0.681746543,0.694712693,0
84_0,0,0,0,0,0,0.019923131,0.030619265,0.041829598,0.064274748,0.087756455,0.12356055,0.172470572,0.235388409,0.301173103,0.38218377,0.492032374,0.568041854,0.581239602,0.594706692,0.608353343,0.622269336,0.636544452,0.650999128,0.665633366,0.676586599,0.69023325,0.703879902,0.717526553,0.731173204,0
85_0,0,0,0,0,0,0.011973815,0.018402198,0.025139615,0.038629164,0.052741685,0.074259969,0.103654924,0.141468583,0.181005226,0.229692689,0.29571177,0.341393516,0.349325371,0.357419101,0.365620747,0.373984267,0.382563621,0.39125089,0.400046077,0.406628977,0.414830623,0.423032269,0.431233915,0.439435561,0
86_0,0,0,0,0,0,0.124577023,0.191458706,0.261555609,0.401902522,0.54873091,0.772609753,1.078438434,1.471856347,1.883200388,2.389750672,3.07662122,3.551899659,3.634423644,3.718631791,3.803962714,3.8909778,3.980238436,4.070621848,4.162128035,4.248432029,4.337195436,4.425958844,4.514722251,4.603485658,0
87_0,0,0,0,0,0,0.285087849,0.438143001,0.598556013,0.91973241,1.255741317,1.768076066,2.467948633,3.36826447,4.309603293,5.468816503,7.040682989,8.128332259,8.31718398,8.509889819,8.705165068,8.904294434,9.108562623,9.315400223,9.524807234,9.722309306,9.925439613,10.12856992,10.33170023,10.53483053,0
88_0,0,0,0,0,0,0.41300031,0.634727843,0.867114539,1.332395512,1.819164005,2.561371753,3.57526129,4.879528452,6.243224683,7.922550607,10.19967798,11.77533085,12.04891606,12.32808464,12.61097547,12.89944968,13.19536838,13.49500932,13.79837252,14.08448929,14.37875957,14.67302984,14.96730012,15.26157039,0
88_1,0.974007225,0.974007225,1.007431349,1.077574934,1.190087127,1.281339637,1.385698763,1.496075569,1.602406652,1.738182205,1.834805223,1.923885175,2.00488781,2.090698741,2.167545671,2.221672485,2.337987341,2.524296027,2.726310492,2.94554307,3.18518905,3.445148387,3.730328796,4.014838349,4.246921937,4.505692103,4.764462269,5.023232435,5.2820026,1
89_0,0,0,0,0,0,0.393580972,0.604882842,0.82634268,1.26974607,1.733626634,2.440935658,3.407151953,4.650092272,5.949667297,7.550031058,9.720087555,11.22165298,11.48237417,11.7484162,12.01800547,12.29291557,12.57492012,12.86047191,13.14957092,13.42223444,13.70266808,13.98310172,14.26353536,14.543969,0
90_0,0,0,0,0,0,0.196186099,0.301512556,0.411902399,0.632923199,0.864151141,1.216719502,1.698343918,2.317905405,2.965697276,3.763421621,4.845117507,5.593594399,5.723554629,5.856167109,5.990547755,6.127580651,6.26814988,6.410487275,6.554592836,6.690505893,6.830292077,6.97007826,7.109864444,7.249650627,0
91_0,0,0,0,0,0,0.779827915,1.198494233,1.637287203,2.515831556,3.434948684,4.836386662,6.750814675,9.213534231,11.78846786,14.95937403,19.25904996,22.23420048,22.75078456,23.27791117,23.81206614,24.35676364,24.91551785,25.48130041,26.05411133,26.59435753,27.14999919,27.70564084,28.26128249,28.81692414,0
91_1,32.46668176,32.46668176,33.72158524,36.01909242,39.61850895,42.60623014,46.00107538,49.58725041,53.08898592,57.50217422,60.73291649,63.74727032,66.52944331,69.47370108,72.16197303,74.17391275,78.11801499,84.2187068,90.82655594,97.99005265,105.8080727,114.2808803,123.5591927,132.8419182,140.4101493,148.8460647,157.2819801,165.7178955,174.1538109,1
92_0,0,0,0,0,0,0.645544218,0.992117629,1.355351952,2.082613976,2.843462281,4.003577438,5.588347501,7.626995182,9.758534058,12.38342104,15.9427075,18.40554728,18.83317735,19.26953457,19.71170988,20.16261233,20.62515098,21.09350772,21.56768256,22.01490022,22.47486228,22.93482434,23.39478641,23.85474847,0
92_1,0.306709102,0.306709102,0.320219375,0.341446304,0.373674424,0.401264017,0.432349721,0.465134031,0.497713496,0.538079966,0.568717984,0.597723898,0.624972224,0.653773023,0.680658975,0.702108157,0.740155109,0.796499423,0.85744236,0.923419421,0.995274917,1.073053663,1.158028107,1.243359082,1.312881766,1.390344292,1.467806818,1.545269344,1.62273187,1
93_0,0,0,0,0,0,0.456665057,0.701834889,0.958790831,1.47326396,2.011496394,2.832174575,3.953258294,5.395420015,6.903293986,8.76016782,11.27804608,13.02028595,13.32279615,13.63148003,13.94427969,14.26325303,14.59045794,14.92177864,15.25721512,15.57358179,15.898964,16.2243462,16.54972841,16.87511061,0
93_1,0.95890539,0.95890539,0.99346605,1.062044869,1.171038024,1.260240823,1.361997197,1.46956912,1.573750691,1.706097095,1.801339505,1.889567755,1.970279575,2.055746406,2.132891471,2.188620831,2.303919432,2.486051635,2.683453734,2.897592038,3.131522569,3.385189137,3.663272055,3.941009251,4.167521551,4.420049671,4.672577792,4.925105912,5.177634032,1
94_0,0,0,0,0,0,0.21634421,0.332492955,0.454225348,0.697956023,0.952942624,1.341737364,1.872848662,2.556070058,3.270422508,4.150112985,5.342953065,6.168335916,6.311649553,6.457887958,6.606076208,6.757189226,6.912201935,7.06916449,7.22807689,7.377955006,7.532104212,7.686253418,7.840402624,7.994551831,0
94_1,0.120701891,0.120701891,0.128423615,0.13608371,0.146187729,0.156122655,0.166925028,0.178237707,0.19033107,0.204292687,0.216520722,0.228705159,0.240831052,0.253598814,0.266344391,0.278334147,0.294451131,0.314753222,0.336585476,0.360086472,0.385458078,0.412779413,0.442331336,0.472480973,0.496973632,0.524217444,0.551461256,0.578705068,0.605948879,1
95_0,0,0,0,0,0,0.100591842,0.154596598,0.211197538,0.324523047,0.443082133,0.623856924,0.870803509,1.188475514,1.520622276,1.929644943,2.484270284,2.868041967,2.934677366,3.002672671,3.07157458,3.141836395,3.213911418,3.286893046,3.360781277,3.43046891,3.502142437,3.573815964,3.645489492,3.717163019,0
96_0,0,0,0,0,0,0.094261591,0.144867825,0.197906864,0.304100792,0.415198947,0.584597569,0.816003791,1.113684677,1.424929423,1.808212268,2.327935002,2.68755591,2.749997939,2.813714295,2.878280203,2.944120438,3.011659775,3.080048665,3.149287105,3.214589291,3.281752399,3.348915506,3.416078614,3.483241722,0
97_0,0,0,0,0,0,0.135222761,0.207819823,0.283906862,0.436247129,0.595622747,0.838633172,1.170596463,1.597633931,2.044129405,2.593966977,3.339534094,3.855427485,3.945003562,4.036407723,4.129030605,4.223481571,4.320369981,4.418477113,4.517802967,4.611482076,4.707830766,4.804179456,4.900528146,4.996876837,0
98_0,0,0,0,0,0,0.027078308,0.041615843,0.056852245,0.087358328,0.119273237,0.167935986,0.234411513,0.31992561,0.409336165,0.519440938,0.66874048,0.772047943,0.78998552,0.808289169,0.826836868,0.845750639,0.865152508,0.884798425,0.904688391,0.919575359,0.938123058,0.956670756,0.975218454,0.993766153,0
99_0,0,0,0,0,0,0.028124913,0.043224339,0.059049643,0.090734818,0.123883271,0.174426886,0.243471761,0.332291066,0.425157432,0.539517869,0.694587993,0.801888396,0.820519279,0.839530384,0.85879497,0.878439778,0.898591549,0.918996801,0.939655535,0.9551179,0.974382486,0.993647072,1.012911658,1.032176244,0
100_0,0,0,0,0,0,0.181666557,0.279197906,0.381417904,0.58608117,0.800196158,1.126671278,1.57265114,2.146359486,2.746208912,3.484894456,4.486535084,5.179617931,5.299959932,5.422757891,5.547193157,5.674084381,5.804250218,5.936053362,6.069493811,6.195348075,6.32478882,6.454229564,6.583670308,6.713111053,0
100_1,17.6516488,17.6516488,18.40777004,19.63559388,21.51334811,23.10939514,24.91117747,26.81212617,28.69361478,31.03391318,32.79566394,34.45815213,36.01384912,37.65861835,39.18667092,40.38950368,42.56898365,45.82836686,49.35489893,53.17393579,57.33523046,61.84081454,66.76587817,71.70738694,75.73407594,80.22104312,84.7080103,89.19497748,93.68194466,1
101_0,0,0,0,0,0,0.033328609,0.051221743,0.069975059,0.107522652,0.14680426,0.206699497,0.288519115,0.393771844,0.503820425,0.639339927,0.823101259,0.950254474,0.972332459,0.994861014,1.017689951,1.040969458,1.064849727,1.089030377,1.113511407,1.131834632,1.154663569,1.177492505,1.200321441,1.223150378,0
102_0,0,0,0,0,0,0.012299065,0.018902066,0.025822495,0.039678468,0.054174335,0.076277131,0.106470555,0.145311367,0.185921964,0.235931949,0.30374434,0.350666962,0.358814274,0.367127858,0.375552289,0.384142993,0.392955391,0.401878638,0.410912732,0.417674447,0.426098879,0.43452331,0.442947742,0.451372173,0
103_0,0,0,0,0,0,0.46862762,0.720219794,0.983906823,1.511856825,2.064188519,2.906364764,4.056815814,5.536755662,7.084129124,8.989644669,11.57347998,13.36135866,13.67179326,13.98856327,14.30955687,14.63688587,14.97266207,15.31266187,15.65688527,15.98153933,16.31544508,16.64935083,16.98325658,17.31716233,0
104_0,0,0,0,0,0,0.080445797,0.123634742,0.168899921,0.259529148,0.354343796,0.49891389,0.696403212,0.950453411,1.216079434,1.543185028,1.9867327,2.293644454,2.346934439,2.401311975,2.456414545,2.512604665,2.570244853,2.628610074,2.68770033,2.743431262,2.800750363,2.858069465,2.915388566,2.972707667,0
105_0,0,0,0,0,0,0.296668744,0.455941333,0.622870674,0.957093962,1.306752289,1.839899202,2.568202131,3.505090776,4.48466885,5.690971849,7.326691005,8.458522979,8.655046273,8.855580245,9.058788005,9.266006443,9.478572455,9.693812252,9.911725836,10.11725088,10.32863278,10.54001469,10.75139659,10.9627785,0
105_1,0.304189687,0.304189687,0.315048089,0.33683339,0.371521595,0.399859375,0.4322017,0.466395784,0.499476705,0.54154454,0.571750439,0.59970509,0.625247656,0.652297284,0.676675057,0.694198718,0.730724414,0.788583298,0.851298411,0.91933634,0.993672235,1.074285582,1.162670712,1.250926173,1.322907102,1.403157253,1.483407404,1.563657554,1.643907705,1
106_0,0,0,0,0,0,0.358698175,0.551272513,0.753104526,1.157209394,1.579976559,2.224597297,3.10517854,4.237957958,5.422352589,6.880877267,8.858603226,10.22708599,10.46469965,10.70716258,10.95285833,11.20340335,11.46041405,11.72065758,11.98413396,12.23263151,12.48821052,12.74378953,12.99936854,13.25494755,0
106_1,7.594368756,7.594368756,7.855818016,8.402487734,9.278848277,9.990024988,10.80321683,11.66327347,12.49208638,13.55006094,14.3034937,14.99832206,15.63039249,16.29996417,16.89989873,17.32316719,18.23047791,19.68247946,21.25684186,22.96534536,24.83285818,26.85862176,29.08082488,31.29795713,33.10651938,35.12302733,37.13953529,39.15604325,41.1725512,1
107_0,0,0,0,0,0,0.691940554,1.063422773,1.452763351,2.232294905,3.047826643,4.291321205,5.989991328,8.175160007,10.45989612,13.2734381,17.08853639,19.72838457,20.18674912,20.65446806,21.12842324,21.6117328,22.10751487,22.60953319,23.11778777,23.5971477,24.090168,24.5831883,25.0762086,25.5692289,0
108_0,0,0,0,0,0,0.370484759,0.569386962,0.777851041,1.195234527,1.631893541,2.297696088,3.207212647,4.377214446,5.600527498,7.10697833,9.149691052,10.56314125,10.80856274,11.05899284,11.31276199,11.57153976,11.83699565,12.10579062,12.37792465,12.63458767,12.89856483,13.162542,13.42651917,13.69049633,0
109_0,0,0,0,0,0,0.560236033,0.861010028,1.176243208,1.8073981,2.467700872,3.47450768,4.849851567,6.619093485,8.468951095,10.74696123,13.83589065,15.973268,16.34438708,16.72308002,17.10682219,17.49813822,17.89955273,18.30601649,18.71752947,19.10564766,19.50482608,19.9040045,20.30318292,20.70236133,0
109_1,1.592669825,1.592669825,1.654160025,1.766885536,1.943531556,2.090122515,2.256699898,2.432667648,2.604468198,2.821015223,2.979495999,3.127344368,3.263784627,3.408175141,3.539986931,3.638580768,3.832027564,4.13135442,4.455568248,4.807048711,5.190649997,5.606383279,6.061648447,6.517116836,6.888463463,7.302385618,7.716307774,8.130229929,8.544152084,1
110_0,0,0,0,0,0,0.336780194,0.517587423,0.707086643,1.086498988,1.483433285,2.088664959,2.915438951,3.979000738,5.09102383,6.460426459,8.317304967,9.602167628,9.825262087,10.05290949,10.2835922,10.51882785,10.7601341,11.00447566,11.2518525,11.4851658,11.72512785,11.9650899,12.20505195,12.44501399,0
110_1,1.531818478,1.531818478,1.587997986,1.69727056,1.870343129,2.012469385,2.174444476,2.34564591,2.511778786,2.722421506,2.874636881,3.015888864,3.145388987,3.282497547,3.40660738,3.497064507,3.681711525,3.971906558,4.286381959,4.627466872,4.999990589,5.403888148,5.846547491,6.288839054,6.649528174,7.051626028,7.453723882,7.855821736,8.25791959,1
111_0,0,0,0,0,0,0.09917728,0.1524226,0.208227596,0.319959476,0.436851339,0.615084003,0.858557929,1.171762705,1.49923869,1.902509519,2.449335501,2.827710436,2.893408782,2.96044791,3.028380894,3.09765466,3.168716136,3.240671467,3.313520653,3.382228311,3.452893937,3.523559563,3.594225189,3.664890815,0
